sep=,
"Location","Document URI","Text","Annotation","Contributor","Date"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","furto ","66 furto <Stat. Theb. 1,313> <Stat. Theb. 3,164> <Stat. Theb. 8,61> <Stat. Theb. 9,133> <Stat. Theb. 11,758> D valeur quasi-adverbiale","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","gemitus","68 gemitus daturus <Stat. Theb. 6,197> <Stat. Theb. 6,527> D <Ov. met. 8,761> T quercus <Ov. met. 15,612> T","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","semideos","71 semideos <Stat. Theb. 3,518> D U  aussi pour les Argonautes
<Stat. Theb. 5,373> et cf. Ach. 2,77 U Argonautes","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","si quis adhuc ","72 si quis adhuc <Verg. Aen. 4,318-319> D","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","inclementia","73 inclementia <Verg. Aen. 2,602> D  R-S <Stat . Theb. 11,684> D","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","ordo deis","81 ordo deis <Stat. Theb. 2,169> D R-S U
<Verg. Aen. 5,707> <Ov. her. 1,101> U","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","quem","84 quem natum <Verg. Aen. 4,47> D R-S","Lavinia Milic","02 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","sanguine ","86-87 sanguine crassa <Stat. Theb. 9,257-258> D R-S U
<Verg. Aen. 5,806-808> R-S
<Stat. Theb. 9,429-437> R-S le fleuve Isménos
<Stat, Theb. 2,659> U
<Stat, Theb. 12,364> U","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","opera irrita, muros!","89 opera irrita muros <Ov. met. 12,587> D R-S U
<Stat, Theb. 1,699-700> U
<Ov. met. 11,194-215> U","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","tollere fluctus","92 tollere fluctus <Verg. Aen. 1,66> D R-S U <Verg. Aen. 1,103> D U","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml","conubialia","101-102 conubialia antra <Ov. met. 11,229-237> D R-S description de l'antre où se consomme l'union de Thétis et Pélée","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","sequi ","46 sequi <Verg. Aen. 7,300> R-S U un seul écho verbal mais les vv. 44-46 font allusion à Verg. Aen. 7,299-300 (Junon se plaint de ne pas avoir réussi à bloquer les Troyens, malgré les obstacles qu'elle a dressé contre eux)","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","Tethyos","49-50 Tethyos grandaevum patrem <Ov. met. 2,509-510> R-S U Tethys et Océan","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","her aged father","Je pense qu'il s'agit  plutôt du père de Thétis, Nérée (cf. forum Chamilo), malgré l'intertexte ovidien.
Cf. aussi Verg. georg. 4,392 (grandaevus Nereus) et Uccellini ad versum.","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","supplex","50 supplex <Verg. Aen. 1,65> R-S U (Junon à Eole, même place métrique) <Verg. Aen. 1,666> U (Vénus qui demande à Cupidon d'aider Enée)","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","He was coming from Oceanus his hos","""Stace a combiné ici deux motifs d'origine homérique: les festins des dieux (Poséidon ou Jupiter en particulier) chez les Ethiopiens (Od. I,  22; Il. I, 423) et le cortège de Neptune (Il. 13,23-31)"" R-S p. 161
Modèles directs indiqués ad v. ","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","unde hiemes ventique silent","54 unde hiemes ventique silent <Verg. Aen. 1,135> <Verg. Aen. 1,54-156> <Verg. Aen. 5,820-821> R-S effet apaisant de Neptune","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","Tritones","55 Tritones <Verg. Aen. 5,824> R-S cortège de Neptune","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml"," portans navigat","66-67 portans navigat <Verg. Aen. 1,67-68> R-S","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","with friendly speech","""Réponse de Neptune. Modèles généraux: le discours de Jupiter à Vénus, Aen. I, 254-279 (thème de la révélation des destins) et le discours de Neptune à Vénus,  Aen. 5,799-815 (effet d'apaisement pour la déesse)""  R-S p. 165-166","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","caeruleis","78 caeruleis equis <Verg. Aen. 5,819> R-S U caeruleo curru (de Neptune)","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","rector aquarum","78 rector aquarum <Verg. Aen. 8,77> <Ov. met. 1,331> R-S Ucombinaison des deux passages","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","what obsequies of Phrygian mothers","Tout le passage rappelle la prophétie des Parques sur le destin d'Achille dans Catull. 64,348-360.
Une partie de ces motifs aussi dans Verg. Aen. 5,804-808 ""qui a peut-être servi ici de médiation imaginative entre Stace et Catulle"" R-S p. 167","Lavinia Milic","03 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml"," mille carinis","34 mille carinis <Verg. Aen. 2,198> <Verg. Aen. 9,148> <Ov. her. 8,21> <Ov. met. 12,7> <Ov. met. 12,37> <Ov. met. 13,93> <Ov. met.13,182> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","coniurat","36 coniurat <Verg. Aen. 8,5> <Ov. met. 12,6> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","Graiugenum","36 Graiugenum <Verg. Aen. 3,550> <Verg. Aen. 8,127> U ","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","proelia ludit","40 proelia ludit <Verg. Aen. 5,593> <Ov. ars 3,357> <Stat. Theb. 9,786> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.315.xml","magnum 45aequor","44-45 magnum aequor <Verg. Aen.  3,196> <Verg. Aen.  9,101>U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","Even now—but","Aussi en Ach. 1,502 (Protésilas à Calchas)","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","raptae","47 rapta <Ov. her. 5,132> U Hélène","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml"," dextram","48-49 dextram complexa <Verg. Aen. 5,558-559>  <Ov. met. 6,494> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","magnum","51 magnumque regem <Verg. Aen. 5,533 (Jupiter)","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","vultus, unde","53-54 vultus unde <Verg. Aen. 1,255> U (Jupiter apaise les tempêtes)","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml"," placidis","57 placidis undis <Verg. Aen. 1,142-146> N
<Verg. Aen. 1,127>  N
<Ov. met. 13,899> U T
<Stat. Theb. 11,214> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","rapina","65 rapina <Ov. ars 3,759-760> U rapt d'Hélène","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml"," spolia","66 spolia portans <Ov. met. 7,156-157> T U toison d'or <Stat. Theb. 4,659> U <Ov. met. 8,87> T Le cheveu du père de Scylla pour Minos","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","spoils of hospitality,","cf. Ach. 2,63-64","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.317.xml","arbiter ","67 arbiter <Ov. her. 16,69> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","honor,","72 honor <Verg. Aen. 4,318-319> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml"," obstabat","78 obstabat <Stat. Theb. 4,31> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","cruentas","81-82 cruentas manus <Verg. Aen. 2,167> <Stat. Theb. 1,54> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","quem tu","84 quem tu <Verg. Aen. 4,47> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","Sigeo in pulvere","84 Sigeo in pulvere <Stat. Theb. 10,499> U
<Verg. Aen. 6,505> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","funera matrum","85 funera matrum <Stat. Theb. 6,172> <Stat. Theb. 9,634> 
mais clausule férquente","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml"," tepido","86 tepido sanguine <Ov. ars 3,395> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","sanguine ","86-87 sanguine undabit <Stat. Theb. 10,299> U <Verg. Aen. 11,382> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","exire vetabit","87 exire vetabit < Verg. Aen. 5,806-808> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","aspicies ","84-85 aspicies quanta <Stat. Theb. 9,429-433> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","Hectoreo","88 Hectoreo <Verg. Aen. 1,273> <Verg. Aen. 3,301> <Verg. Aen. 3,488> <Verg. Aen. 5,190> <Verg. Aen. 5,634> <Verg. Aen. 2,542-543> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","cognatis","92 cognatis fretis <Stat. Ach.  1,273> <Stat. Ach.   2,7-8> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.319.xml","Caphereus","93 Caphereus <Ov. met. 14,472> <Ov. met. 14,481-482>","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml","conata manu","99 <Ov. met. 9,354> U","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml","Sperchios abundat","102 Sperchios abundat <Ach. 1,239-240> U au contraire le fleuve se réduit","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.321.xml"," footprints","cf. Uccellini ad versum qui renvoie à Heslin, p. 264-5 pour la valeur allusive de 'vestigia'. Ce sont les traces inexistantes  du récit d'ovide ( met. 11,232 ) qui raconte le viole de Thétis par  Pélée, une version que Stace ne suit pas.","Lavinia Milic","04 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","Magnanimum Ae","<Verg. Aen. 1,1> LGM allusion sonore vocalique du premier hémistiche","Lavinia Milic","09 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","Magnanimum Aeaciden","1 Magnanimum Aeaciden <Verg. Aen. 1,260> R-S Enée
<Verg. Aen. 5,17> R-S Enée
<Verg. Aen. 5,47> R-S Enée
<Verg. Aen. 9,204> R-S Enée
<Ov. met. 13,298> R-S même contexte (Achille à Scyros) mais évoqué par Ulysse dans la diatribe pour les armes d'Achille cf. Heslin p. 72-3 ""The Achilleid thus invokes the greatness of Achilles in terms that seem to have a superficially Homeric flavour, but which have already been rhetoricized ironically by Ovid"" p. 72.","Lavinia Milic","09 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","plura ","4 plura <Ov. met. 12,183-184> R-S contexte voisin","Lavinia Milic","09 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","of the Thunderer ","Dat. d'agent","Lavinia Milic","09 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","tota iuvenem deducere Troia","7 tota iuvenem deducere Troia <Ov. met. 1,4> U genre tenuis de l'élégie ou style modeste, callimachéen
Ce sera l'histoire d'un 'deductus Achilles'
<Stat. Theb. 7,287> U","Lavinia Milic","09 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml"," but singing the warrior through","1) accompagner le jeune homme dans Troie toute entière (abl. lieu)
2) dégrossir (l'histoire du) jeune homme à partir de (celle de ) Troie toute entière

cf. Verg. ecl. 6,5 R-S ne sont pas d'accord

Prop. 2,1,17-18 (ut possem heroas ducere in arma manus) contexte de refus du genre épique héroïque","Lavinia Milic","09 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","if I have drained","si nous avons vidé l'ancienne source en y puisant dignement

depleo est terme technique agricole","Lavinia Milic","09 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","necte comas","10 necte comas <Verg. Aen. 1,270> CF
<Ov. am. 1,2,23> N necte comam myrto
<Stat. Theb. 7,170> R-S, N, U, T nectere fronde comas (Bacchus demande à Jupiter d'épargner Thèbes: ici les frondaisons sont des guirlandes qui ornent la tête pour danser, le peuple thébain est qualifié d' imbellis --> inspiration pour matière non guerrière?)
<Stat. Ach. 1,289> fronde ligare comas (Déidamie et ses soeurs ont mis une couronne de feuilles sur la tête de la statue de Minerve, lors d'une cérémonie en son honneur)","Lavinia Milic","17 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","fillets","vittis: cf. Stat. silv. 4,4,92","Lavinia Milic","17 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","Phoebus","cf. Val. Fl. 1,5 R-S","Lavinia Milic","17 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","auspicious","Pas 'heureux, favorables' mais 'seconds' cf. forum.","Lavinia Milic","17 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","no stranger do I knock","Même idée silv. 1,5,1 et 5,3,209-10 (poète frappant à la porte des muses)
Selon Nuzzo in silv. 1,5,1 sens différent = 'faire retentir'

Même formulation silv. 5,2,20","Lavinia Milic","17 Feb 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.313.xml","que","1 que <Verg. Aen. 1,1> D, M, N conjonction et double thème
<Stat.Theb. 1,1> D, M, N conjonction et double thème","Lavinia Milic","17 Feb 2015"
