sep=,
"Location","Document URI","Text","Annotation","Contributor","Date"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.323.xml","lustrat","126 lustrat omnia visu <Ov. met. 7, 235>T lien thématique : idée de parcourir tout du regard","Kevin Udrisard","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.323.xml","Carpathius vates","136 Carathius vates <Ov. met. 11, 249>T même personnage","Kevin Udrisard","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","quaeso","144-145 quaeso, duc, ganterais, humilie deos infringe precatu <Ov. Her. 4.149> T ?","Floriane Goy","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","pectora mulcens","182 pectora mulcens <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T ","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","pectora mulcens","182 pectora mulcens <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T ","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","pectora mulcens","182 pectora mulcens <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T ","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","pectora mulcens","182 pectora mulcens <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T ","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","pectora mulcens","182 pectora mulcens <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T ","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","vera fatebor","146 vera fatebor <Ov. met. 7, 728>T
<Ov. met. 15, 773>T 
même interjection, même contexte","Kevin Udrisard","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.323.xml","ungula campo","123 ungula campo <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.323.xml","ungula campo","123 ungula campo <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.323.xml","ungula campo","123 ungula campo <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.323.xml","ungula campo","123 ungula campo <Verg. Aen. 1, 197> <Verg. Aen. 1, 153> T","Mélissande Tomcik","05 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","prima","163 prima lanugine aetas <Ov. her. 15,85-86> T jeune âge en relation avec l'amour","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","prima","163 prima lanugine aetas <Ov. her. 15,85-86> T jeune âge en relation avec l'amour","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","prima","163 prima lanugine aetas <Ov. her. 15,85-86> T jeune âge en relation avec l'amour","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml"," pinus ","156 pinus Thessala <Ov. her. 18,157> ? T Argo","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml"," pinus ","156 pinus Thessala <Ov. her. 18,157> ? T Argo","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml"," pinus ","156 pinus Thessala <Ov. her. 18,157> ? T Argo","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","— sed taceo.’","158 sed taceo <Ov. her. 20,51> T N <Stat. Theb. 4,517> N  R-S aposiopèse","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","— sed taceo.’","158 sed taceo <Ov. her. 20,51> T N <Stat. Theb. 4,517> N  R-S aposiopèse","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","— sed taceo.’","158 sed taceo <Ov. her. 20,51> T N <Stat. Theb. 4,517> N  R-S aposiopèse","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","omina fallunt","147 omina fallunt <Ov. met. 12,218> T seul autre usage de omne + fallere avant Stace ; contexte de la bataille des Lapithes et des Centaures","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","omina fallunt","147 omina fallunt <Ov. met. 12,218> T seul autre usage de omne + fallere avant Stace ; contexte de la bataille des Lapithes et des Centaures","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.325.xml","omina fallunt","147 omina fallunt <Ov. met. 12,218> T seul autre usage de omne + fallere avant Stace ; contexte de la bataille des Lapithes et des Centaures","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","iam","173 iam amplexu iam <Ov. met. 4,351> T Histoire d'Hermaphrodite racontée par les Minyades","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","iam","173 iam amplexu iam <Ov. met. 4,351> T Histoire d'Hermaphrodite racontée par les Minyades","Lavinia Milic","08 Mar 2015"
"STATIUS, Achilleid","/statius-achilleid/2004/pb_LCL498.327.xml","iam","173 iam amplexu iam <Ov. met. 4,351> T Histoire d'Hermaphrodite racontée par les Minyades","Lavinia Milic","08 Mar 2015"
